lighting_energy,zone1_temperature,zone1_humidity,zone2_temperature,zone3_temperature,zone4_temperature,zone6_temperature,zone6_humidity,zone8_temperature,zone8_humidity,zone9_humidity,outdoor_temperature,atmospheric_pressure,outdoor_humidity,wind_speed,hour,random_variable
0.0,21.7,33.7966666666667,19.6,22.13133333333332,19.79,6.5,24.06666666666669,22.9266666666667,30.6,38.4,6.1,762.3333333333329,45.66666666666671,5.3333333333333295,15.0,27.20074829412624
0.0,19.1,43.73,18.76,17.79,16.140000000000008,5.763333333333329,99.9,19.05,49.488888888888894,44.7,-6.216666666666674,770.233333333333,90.3333333333333,5.0,21.0,41.0063372226432
10.0,20.2,40.9,18.39,21.0,19.4266666666667,4.087999999999999,92.3,20.87888888888889,44.3877777777778,43.19333333333329,2.53333333333333,735.8833333333331,96.6666666666667,1.16666666666667,9.0,14.615834766300395
0.0,21.79,37.4,19.1666666666667,22.26,21.26,5.93333333333333,61.06945833333333,22.033333333333296,43.8266666666667,40.0,5.5,758.9,87.0,2.0,3.0,36.657754227053374
0.0,20.29,45.06,19.963333333333296,20.0,19.3,6.763333333333329,18.44597882732807,19.5166666666667,51.87,47.29,6.48333333333333,751.75,94.1666666666667,4.8333333333333295,14.0,22.8145124274306
0.0,21.2,46.2,20.5,21.7,19.79,9.463333333333328,98.59,20.39,51.3877777777778,49.4,9.08333333333333,763.6833333333329,97.3333333333333,4.16666666666667,10.0,38.28281745663844
0.0,19.39,36.7,16.89,19.79,20.4266666666667,7.245,38.395,20.32333333333329,38.6633333333333,36.79,6.55,745.4,64.0,5.0,16.0,17.32643198920414
0.0,20.1666666666667,33.9266666666667,19.29,21.2933333333333,19.5,5.3333333333333295,-8.521798950449687,21.06666666666669,49.62663358489783,39.73,5.2,762.6,75.66666666666667,7.0,13.0,43.695248826406896
0.0,21.9266666666667,39.7,21.0,21.39,20.5,0.5666666666666669,96.53,21.1,47.5666666666667,43.8266666666667,0.966666666666667,764.75,93.5,3.0,1.0,43.00077600753866
10.0,21.9725,41.1175,19.82333333333329,23.76,19.89,11.7266666666667,45.363333333333294,21.6,40.69333333333329,41.26,10.4666666666667,755.966666666667,65.6666666666667,5.3333333333333295,14.0,41.03522605728359
10.0,22.1,43.371,20.963333333333296,22.89,21.2,14.89,38.3266666666667,24.463333333333296,48.6266666666667,46.0,15.3333333333333,748.866666666667,75.3333333333333,3.6666666666666714,23.0,8.07402680395171
0.0,22.0,40.5266666666667,19.5,22.8566666666667,21.1333333333333,9.6,24.4266666666667,21.5,37.334,43.76,9.35,749.7999999999998,70.5,4.0,6.0,43.4654199751094
0.0,21.39,37.2,18.39,22.29,20.7,1.06666666666667,58.2666666666667,21.89,44.1266666666667,41.2,1.86666666666667,758.2,97.6666666666667,1.0,5.0,16.96488477755338
0.0,18.89,39.0,17.6333333333333,18.9266666666667,17.6,-5.43888888888889,85.56333333333329,19.39,45.20777777777778,41.7,-5.0,758.9,91.0,1.0,4.0,29.386388859711587
0.0,21.6,42.66666666666671,20.06666666666669,22.0,20.39,8.2035238095238,41.13,22.5,40.2,37.2,7.8,756.35,80.5,3.5,19.0,8.999625651631504
0.0,24.1,33.73,23.39,23.6,23.0,16.1266666666667,1.0,22.89,35.29,35.79,17.1,757.8333333333329,46.66666666666671,4.3,20.0,1.4836323214694855
0.0,20.1,38.03733333333332,19.1,26.038839285714275,19.73,1.736,81.914,24.64536694003768,33.9,36.29,2.3,760.0499999999998,71.0,2.0,12.0,26.750616497593
0.0,22.0,37.4666666666667,22.5,22.0,21.538000000000004,11.3666666666667,18.6266666666667,22.36,37.9,39.9,11.6833333333333,757.35,55.33333333333329,2.833333333333329,12.0,42.43849478662015
-6.0,23.7,39.433333333333294,22.79,21.2,18.7,1.13333333333333,92.99333333333328,21.33977777777778,48.79,46.3266666666667,0.4,749.25,97.0,9.5,0.0,21.79882008349523
0.0,21.7,43.29,21.0,20.76,17.6,7.9,99.9,19.29,50.4777777777778,48.79,7.93333333333333,761.6433333333332,96.0,3.333333333333329,18.0,21.416807882139494
0.0,20.29,35.4,17.79,20.56666666666669,18.79,-5.03,78.9933333333333,21.2,41.2,39.79,-3.55,764.6833333333329,87.8333333333333,1.8333333333333297,6.0,12.446496449410915
0.0,20.79,40.7,17.6,20.89,20.5,3.656666666666669,68.2933333333333,22.29,41.7,39.2,0.85,764.2999999999998,89.0,3.6666666666666714,4.0,-26.826876201084815
0.0,22.1,39.09,19.5,22.79,20.89,6.745,62.995,23.533333333333296,46.1633333333333,41.59,6.133333333333329,754.283333333333,96.8333333333333,1.0,1.0,32.63713866472244
0.0,21.3566666666667,41.03,21.6933333333333,22.4266666666667,20.8566666666667,8.69666666666667,60.59,21.6,39.25,39.83333333333329,7.0,753.5,84.0,-3.7499999999999947,9.0,42.85870980238541
10.0,23.2,48.0933333333333,22.79,22.53888888888889,20.6666666666667,8.39,93.46666666666668,21.51111111111109,49.6377777777778,47.06,8.26666666666667,764.1666666666669,88.6666666666667,2.66666666666667,19.0,49.9597339425236
-6.0,21.89,39.723333333333294,19.5,23.1333333333333,21.1666666666667,10.0666666666667,23.22666666666669,21.79,37.29,44.0,9.52666666666668,750.033333333333,74.6666666666667,-3.7499999999999947,5.0,15.04639034392312
0.0,19.32333333333329,41.4,18.2,19.6,18.79,-7.118333333333329,95.54428571428568,19.6,41.79,37.7,-0.4833333333333329,756.8333333333329,69.5,2.16666666666667,15.0,34.24304520012811
0.0,19.79,28.900000000000006,18.89,19.79,18.6,11.39,83.8933333333333,17.7,50.59,51.99250000000002,11.1666666666667,756.4333333333329,82.0,10.3333333333333,13.0,32.57740780245513
0.0,20.7,42.0,19.56666666666669,21.2,21.5,7.19333333333333,87.8666666666667,20.5,43.6266666666667,41.7,8.443333333333346,756.216666666667,81.0,5.0,11.0,6.604000728111713
0.0,21.7,36.2,19.15,20.32333333333329,20.06666666666669,2.43333333333333,57.893333333333295,23.7,32.9666666666667,38.9,2.86666666666667,768.0,85.3333333333333,3.0,22.0,-26.826876201084815
0.0,19.29,44.1266666666667,18.39,19.79,17.9266666666667,1.76,92.23333333333328,18.5,45.4611111111111,45.59,2.333333333333329,765.733333333333,90.0,3.333333333333329,19.0,38.43131421599537
10.0,19.79,35.75,18.0,20.2,18.6666666666667,0.6666666666666669,56.4233333333333,20.6,38.6633333333333,38.425,0.75,757.0,72.3333333333333,6.16666666666667,9.0,29.808503434760496
0.0,20.6333333333333,40.53,19.0,20.26,20.0,-5.51,86.20999999999998,20.89,47.59,40.933333333333294,-4.0,761.2999999999998,85.6666666666667,3.0,4.0,46.30565870320424
0.0,20.89,36.8266666666667,18.2,21.2675,19.6,6.76,45.933333333333294,21.6666666666667,40.5266666666667,38.1266666666667,5.53333333333333,762.6833333333329,80.1666666666667,3.0,10.0,43.16152079263703
10.0,21.89,46.2,21.0,23.2,20.1,9.19,99.9,20.71,56.76,51.99250000000002,9.5,758.2,89.0,6.0,7.0,39.42999271675944
0.0,21.1666666666667,36.3266666666667,19.5,21.29,19.9266666666667,3.59,60.4566666666667,18.43180772893623,34.7666666666667,40.56,4.16666666666667,771.6333333333331,61.0,3.333333333333329,13.0,40.496186527889215
0.0,20.82333333333329,38.2266666666667,19.39,21.525,19.696,8.26333333333333,59.55666666666671,20.6,37.2257142857143,41.5,7.03333333333333,760.2999999999998,66.3333333333333,5.0,15.0,2.8485744609497488
0.0,22.0,36.2,19.79,22.0,21.038000000000004,2.62666666666667,45.393333333333295,22.9266666666667,37.963333333333296,35.4633333333333,1.43333333333333,749.7,91.6666666666667,4.0,21.0,42.31692645698786
0.0,18.183333333333238,38.933333333333294,17.1,18.39,16.89,-2.597555555555556,91.73,18.6,43.268333333333295,40.83333333333329,-3.05,763.366666666667,91.3333333333333,1.0,8.0,43.07068222784437
0.0,20.89,43.863333333333294,20.3566666666667,20.89,19.7,3.7,92.59,22.89,27.673333333333336,43.8266666666667,3.966666666666669,747.9,97.3333333333333,3.0,1.0,2.1586164715699847
8.0,20.463333333333296,37.29,18.89,20.463333333333296,19.0,4.59,82.93,19.7,37.56,36.79,4.43333333333333,754.5666666666668,95.0,9.0,15.0,35.21823950693943
0.0,20.29,36.1633333333333,16.7,20.5,19.79,0.0,70.6666666666667,20.89,43.0,41.0,-0.9,763.9,93.5,1.0,6.0,11.478326702490447
10.0,20.1333333333333,39.33333333333329,19.247333333333337,20.39,21.29,1.8333333333333297,85.9,20.5,39.5,37.863333333333294,2.75,756.733333333333,85.8333333333333,1.8333333333333297,9.0,37.08217828534544
0.0,22.1,39.433333333333294,24.074999999999996,23.2,22.6666666666667,13.1675,2.195,22.2,41.23,41.09,10.5,763.4,66.5,5.5,10.0,21.46997369127348
0.0,21.29,45.83333333333329,19.796,21.7,18.79,7.8,83.2,21.1,50.308333333333294,47.1333333333333,7.4,744.9,80.23333333333333,6.66666666666667,10.0,30.617627350147814
0.0,21.2,35.4,18.1333333333333,20.39,19.89,2.5425,59.638222222222225,23.315,39.07,38.53,2.5,769.1666666666669,87.0,11.583333333333325,0.0,19.48276056209579
0.0,18.76,38.0,16.7,20.29,17.39,2.59,75.9333333333333,20.29,43.29,41.863333333333294,2.66666666666667,745.6,92.3333333333333,4.38095238095238,7.0,21.928536798805
10.0,22.04066666666666,43.7666666666667,20.4266666666667,23.66333333333329,21.04133333333334,-7.118333333333329,32.9085714285714,23.29,43.73,43.03,11.0333333333333,751.766666666667,67.1666666666667,2.833333333333329,19.0,33.720823586918414
0.0,21.6,39.223333333333294,24.074999999999996,22.1666666666667,22.56,12.1266666666667,4.69666666666667,21.1,37.6266666666667,38.433333333333294,9.81666666666667,767.75,39.99999999999995,2.3333333333333344,11.0,23.50577720208093
0.0,22.6,39.645,22.6666666666667,23.2,23.29,17.33,2.101,23.5,27.673333333333336,40.7,15.8,753.1,55.0,3.0,16.0,6.821783189661801
0.0,22.463333333333296,41.0,20.71466666666666,24.533333333333296,20.1,11.19,39.363333333333294,22.4266666666667,41.0,41.933333333333294,10.0666666666667,756.5833333333329,68.5,5.66666666666667,16.0,29.02876442531124
0.0,19.5,38.7666666666667,16.6,20.0,19.2225,6.0925,42.3725,19.29,38.29,38.83333333333329,5.75,744.45,60.0,9.66666666666667,10.0,2.556288964115083
10.0,20.963333333333296,33.73,19.56666666666669,20.29,19.0,0.766666666666667,70.3933333333333,22.0,35.6566666666667,39.06,0.4333333333333329,756.283333333333,89.3333333333333,1.8333333333333297,19.0,32.47910973150283
0.0,19.89,38.69333333333329,18.3566666666667,20.2,18.8566666666667,8.06666666666667,76.73333333333329,26.30833333333323,35.09,38.79,6.45,756.75,62.0,3.0,17.0,38.919131772127
0.0,22.5,36.1266666666667,19.6,23.6,22.075,2.4633333333333294,30.56666666666669,24.29,38.2666666666667,35.53,2.9833333333333294,759.1,77.5,2.333333333333329,22.0,2.235347963869572
0.0,21.2,38.76,18.5,22.5,19.89,8.89,44.6333333333333,22.89,43.9,43.0,8.599999999999998,740.0,73.0,11.583333333333325,8.0,20.693589549046006
10.0,20.0,44.9666666666667,19.32333333333329,19.7,19.0,10.3,85.12999999999998,17.775,49.6633333333333,49.56,10.3,757.2999999999998,80.0,10.0,7.0,11.811049934476612
0.0,22.06666666666669,39.7,21.033333333333296,22.7,20.7,13.0366666666667,18.2661111111111,23.908333333333296,42.645,51.99250000000002,10.25,751.25,71.86666666666666,7.5,13.0,9.697229485027492
0.0,21.29,37.3266666666667,19.29,21.79,20.39,9.66666666666667,28.393333333333292,21.89,27.673333333333336,38.363333333333294,8.3,758.6733333333334,65.0,4.0,12.0,3.7206974346190687
10.0,18.183333333333238,44.6633333333333,16.2,17.3566666666667,16.140000000000008,8.89,99.9,17.45155555555556,50.20833333333329,44.1633333333333,7.4799999999999995,770.1666666666669,95.0,4.66666666666667,14.0,11.093544086907055
10.0,21.338,45.303999999999995,19.89,22.29,20.29,11.0,84.62,20.6,48.2,46.7642857142857,10.4666666666667,751.2,93.0,6.3333333333333295,13.0,31.50217137299478
0.0,20.89,38.59,18.77783333333332,22.23,21.56,5.22666666666667,47.36,22.0,42.863333333333294,40.433333333333294,5.133333333333329,764.266666666667,94.0,2.0,5.0,42.66244483878836
0.0,20.89,35.4,17.6,21.5,20.1666666666667,-0.3666666666666669,51.9566666666667,21.64333333333334,41.2,37.3266666666667,-0.1,755.4,96.0,2.5,3.0,26.730905927252024
10.0,18.183333333333238,38.03,17.642000000000003,17.79,16.2,0.8,96.4,20.183333333333305,27.673333333333336,35.7,-0.1,760.7,92.93333333333334,2.0,18.0,3.8185266079381113
0.0,21.5,39.9,19.7,21.445,19.1,3.4,92.3,21.725,45.67,43.363333333333294,2.7,734.4499999999994,99.0,2.833333333333329,1.0,19.05587453395128
0.0,19.5,37.5,18.16333333333329,20.2,18.73,3.22333333333333,79.79999999999998,19.39,39.26,36.7,3.0,757.2999999999998,92.5,2.5,10.0,5.58862981852144
0.0,22.39,37.2,20.29,23.5,16.140000000000008,10.69,10.0666666666667,22.5,43.863333333333294,39.9,10.7,760.0666666666668,64.3333333333333,4.0,3.0,31.61804110277444
-6.0,22.1,40.53,19.29,23.39,22.033333333333296,8.733333333333329,50.7566666666667,22.39,40.9271428571429,39.2333333333333,6.1,750.6,88.56666666666668,2.333333333333329,8.0,38.6523844441399
0.0,22.1,41.9,21.39,20.6,19.1666666666667,5.512000000000001,99.9,18.79,49.8572222222222,49.36,8.05,767.6,95.0,3.5,20.0,6.092352559790015
0.0,23.890655201126638,35.5,18.1,22.0,20.452,1.46333333333333,50.933333333333294,22.29,41.3266666666667,39.09,2.56666666666667,778.3166666666675,85.3333333333333,5.0,2.0,23.24646566994488
0.0,22.2,35.1633333333333,19.39,22.2,22.144000000000002,4.53,17.3,23.39,40.7,38.45,6.3,766.0,69.0,1.0,0.0,22.88342018146068
0.0,20.7,38.2,18.32333333333329,21.0,20.2,-2.59,81.3666666666667,21.1333333333333,42.6266666666667,40.76,-2.0,769.9,93.0,1.0,3.0,31.148552882950757
0.0,20.3566666666667,37.1266666666667,17.5666666666667,20.89,18.7,1.23,78.9633333333333,21.0,43.4,41.09,0.3,740.3333333333329,99.0,1.0,4.0,4.622052051126957
0.0,18.82333333333329,50.66,18.033333333333296,18.2,18.39,3.4,96.93333333333328,18.9627777777778,36.4055555555556,36.9,4.7,763.7,51.0,1.0,15.0,18.576332402881235
10.0,20.76,38.7966666666667,19.7,20.79,21.43,-4.19388888888889,85.6222222222222,20.29,41.8266666666667,38.33333333333329,-4.0,756.6,86.0,2.0,22.0,44.14983702590689
0.0,21.5,40.29,19.1,23.1333333333333,21.0,8.63,44.433333333333294,23.20457142857142,44.59,41.376,8.8,750.9,75.5,4.5,4.0,30.196630908176303
0.0,21.033333333333296,39.5,20.29,21.689333333333344,20.5,12.53,29.3333333333333,21.23,41.73,41.0266666666667,8.0,754.6,84.6666666666667,1.33333333333333,10.0,5.436275072861463
0.0,20.89,37.4,19.0,20.89,19.6,2.16333333333333,81.5,20.963333333333296,45.5,40.84266666666666,2.1,743.2,96.0,5.3333333333333295,3.0,13.064919132739304
10.0,19.1666666666667,39.4666666666667,17.7,18.9266666666667,17.89,-3.62277777777778,83.1988888888889,19.79,40.4663636363636,38.09,-2.0,757.7,83.0,1.0,18.0,6.101274979300797
